
100, 0.0002927780
200, 0.0018057823
300, 0.0029671192
400, 0.0046420097
500, 0.0068397522
600, 0.0102689266
700, 0.0147259235
800, 0.0182647705
900, 0.0223197937
1000, 0.0270857811
1100, 0.0322697163
1200, 0.0378508568
1300, 0.0441799164
1400, 0.0515069962
1500, 0.0587689877
1600, 0.0670018196
1700, 0.0762979984
1800, 0.0871748924
1900, 0.0968127251
2000, 0.1062958241
2100, 0.1163918972
2200, 0.1266629696
2300, 0.1375598907
2400, 0.1490199566
2500, 0.1606359482
2600, 0.1729469299
2700, 0.1857810020
2800, 0.1995520592
2900, 0.2132298946
3000, 0.2273647785
3100, 0.2435729504
3200, 0.2590210438
3300, 0.2807497978
3400, 0.2968378067
3500, 0.3132648468
3600, 0.3304688931
3700, 0.3485798836
3800, 0.3675918579
3900, 0.3859820366
4000, 0.4064519405
4100, 0.4264719486
4200, 0.4463880062
4300, 0.4665968418
4400, 0.4871370792
4500, 0.5095670223
4600, 0.5312149525
4700, 0.5534448624
4800, 0.5759880543
4900, 0.5991029739
5000, 0.6228270531
5100, 0.6468839645
5200, 0.6712379456
5300, 0.6960279942
5400, 0.7214148045
5500, 0.7471807003
5600, 0.7733349800
5700, 0.7999608517
5800, 0.8273830414
5900, 0.8555967808
6000, 0.8852679729
6100, 0.9262547493
6200, 0.9555578232
6300, 0.9853460789
6400, 1.0155017376
6500, 1.0461239815
6600, 1.0771629810
6700, 1.1093111038
6800, 1.1492857933
6900, 1.1831398010
7000, 1.2161300182
7100, 1.2558090687
7200, 1.2992999554
7300, 1.3362278938
7400, 1.3741579056
7500, 1.4120259285
7600, 1.4499757290
7700, 1.4881649017
7800, 1.5251049995
7900, 1.5623979568
8000, 1.6011977196
8100, 1.6402108669
8200, 1.6789720058
8300, 1.7199759483
8400, 1.7596747875
8500, 1.8115539551
8600, 1.8561978340
8700, 1.9003729820
8800, 1.9442110062
8900, 1.9883739948
9000, 2.0320861340
9100, 2.0769238472
9200, 2.1224389076
9300, 2.1675519943
9400, 2.2148790359
9500, 2.2619321346
9600, 2.3093738556
9700, 2.3574099541
9800, 2.4098289013
9900, 2.4602429867
10000, 2.5680787563
10100, 2.6870169640
10200, 2.7381608486
10300, 2.7911009789
10400, 2.8435058594
10500, 2.9151108265
10600, 3.0545959473
10700, 3.1349399090
10800, 3.2472579479
10900, 3.3261659145
11000, 3.3987488747
11100, 3.4945271015
11200, 3.5707788467
11300, 3.6338617802
11400, 3.6964418888
11500, 3.7658057213
11600, 3.8347949982
11700, 3.9163239002
11800, 4.0001878738
11900, 4.0892868042
12000, 4.2244610786
12100, 4.2985737324
12200, 4.3659379482
12300, 4.4296200275
12400, 4.4940559864
12500, 4.5564579964
12600, 4.6205561161
12700, 4.6848268509
12800, 4.7677559853
12900, 4.8715620041
13000, 5.0388379097
13100, 5.1455087662
13200, 5.2363128662
13300, 5.3334569931
13400, 5.4293508530
13500, 5.5040259361
13600, 5.5748617649
13700, 5.6436040401
13800, 5.7144279480
13900, 5.7817008495
14000, 5.8507719040
14100, 5.9206447601
14200, 5.9888420105
14300, 6.0596699715
14400, 6.1436078548
14500, 6.2197477818
14600, 6.2937579155
14700, 6.3836517334
14800, 6.6172931194
14900, 6.7805769444
15000, 6.8643438816
15100, 6.9597570896
15200, 7.0422987938
15300, 7.1193280220
15400, 7.1960477829
15500, 7.2718868256
15600, 7.3460738659
15700, 7.4218628407
15800, 7.4980638027
15900, 7.5990951061
16000, 7.6802580357
16100, 7.7603499889
16200, 7.8609337807
16300, 7.9486830235
16400, 8.0392148495
16500, 8.1958489418
16600, 8.3033721447
16700, 8.3962638378
16800, 8.4916648865
16900, 8.5787439346
17000, 8.6712930202
17100, 8.7858550549
17200, 8.8771290779
17300, 8.9704618454
17400, 9.2038028240
17500, 9.4206140041
17600, 9.6544997692
17700, 9.9156470299
17800, 10.0988349915
17900, 10.2249748707
18000, 10.3360049725
18100, 10.5752189159
18200, 10.6696808338
18300, 10.7570798397
18400, 10.8522589207
18500, 10.9552137852
18600, 11.0633158684
18700, 11.1541109085
